user_id,city,segment,avg_order_value,order_frequency,preferred_cuisine,veg_preference_ratio,price_sensitivity_score,recency_score,lifetime_orders,user_frequency_bucket
349,Delhi,mid,301.19,0.9,North Indian,0.138,0.46,0.228,27,2
350,Pune,budget,262.47,3.533,Biryani,0.668,0.805,0.398,106,3
351,Chennai,mid,391.6,0.1,South Indian,0.32,0.335,0.285,1,0
352,Pune,budget,99.5,3.233,Fast Food,0.372,0.992,0.33,97,3
353,Delhi,mid,313.33,6.367,Chinese,0.193,0.654,0.824,191,3
354,Hyderabad,mid,269.82,0.733,Biryani,0.108,0.619,0.484,22,2
355,Hyderabad,mid,430.01,2.233,Biryani,0.091,0.645,0.695,67,3
356,Chennai,mid,186.12,6.133,South Indian,0.461,0.482,0.687,184,3
357,Pune,mid,215.9,0.1,Chinese,0.266,0.569,0.132,2,0
358,Hyderabad,mid,290.85,2.0,North Indian,0.445,0.371,0.358,60,3
359,Pune,mid,418.29,5.933,Chinese,0.208,0.401,0.14,178,3
360,Bengaluru,mid,473.31,2.633,Chinese,0.423,0.544,0.683,79,3
361,Delhi,premium,976.11,5.3,North Indian,0.451,0.267,0.248,159,3
362,Delhi,budget,176.49,2.3,Fast Food,0.65,0.805,0.813,69,3
363,Bengaluru,budget,145.86,2.367,Fast Food,0.758,0.983,0.876,71,3
364,Delhi,budget,189.73,2.3,North Indian,0.507,0.792,0.906,69,3
365,Delhi,mid,235.55,2.533,Other,0.548,0.589,0.408,76,3
366,Bengaluru,budget,80.0,4.033,Chinese,0.195,0.635,0.772,121,3
367,Delhi,mid,393.66,5.4,Fast Food,0.284,0.407,0.848,162,3
368,Pune,mid,249.43,4.233,Chinese,0.372,0.592,0.792,127,3
369,Delhi,budget,146.73,0.333,Biryani,0.469,0.764,0.375,10,1
370,Hyderabad,premium,723.93,4.033,North Indian,0.152,0.242,0.857,121,3
371,Chennai,mid,374.81,2.967,Chinese,0.388,0.456,0.585,89,3
372,Pune,budget,196.89,0.6,North Indian,0.179,0.926,0.723,18,2
373,Chennai,budget,191.6,2.3,South Indian,0.481,0.916,0.427,69,3
374,Delhi,budget,159.75,0.1,North Indian,0.345,0.634,0.173,3,0
375,Hyderabad,budget,127.9,0.1,Desserts,0.319,0.989,0.174,1,0
376,Mumbai,budget,155.39,4.8,Chinese,0.62,0.689,0.721,144,3
377,Delhi,premium,580.76,1.433,North Indian,0.411,0.245,0.631,43,2
378,Pune,budget,140.18,5.9,North Indian,0.192,0.744,0.548,177,3
379,Mumbai,budget,280.91,5.433,Fast Food,0.258,0.838,0.784,163,3
380,Delhi,mid,368.22,1.2,Desserts,0.483,0.578,0.658,36,2
381,Mumbai,mid,395.02,4.633,South Indian,0.211,0.656,0.78,139,3
382,Hyderabad,premium,558.9,6.2,Biryani,0.453,0.096,0.482,186,3
383,Chennai,mid,452.01,6.033,Chinese,0.367,0.695,0.608,181,3
384,Mumbai,mid,426.03,4.833,Other,0.591,0.45,0.525,145,3
385,Mumbai,budget,188.37,4.9,South Indian,0.799,0.953,0.309,147,3
386,Pune,premium,742.98,0.1,Chinese,0.679,0.252,0.236,3,0
387,Delhi,mid,453.42,1.133,Fast Food,0.444,0.479,0.281,34,2
388,Mumbai,premium,954.34,0.3,South Indian,0.515,0.13,0.416,9,1
389,Mumbai,budget,164.15,2.067,Desserts,0.366,0.98,0.454,62,3
390,Pune,premium,677.08,1.8,Chinese,0.387,0.06,0.89,54,3
391,Pune,mid,439.46,6.1,Chinese,0.349,0.402,0.578,183,3
392,Mumbai,budget,104.79,5.6,North Indian,0.774,0.672,0.459,168,3
393,Delhi,mid,278.2,2.267,Chinese,0.351,0.343,0.463,68,3
394,Delhi,mid,344.67,0.1,North Indian,0.427,0.675,0.258,2,0
395,Bengaluru,budget,80.0,4.967,Fast Food,0.338,0.853,0.53,149,3
396,Chennai,mid,432.76,4.567,Other,0.206,0.663,0.559,137,3
397,Chennai,premium,507.42,5.9,South Indian,0.425,0.152,0.31,177,3
398,Bengaluru,budget,126.43,0.1,North Indian,0.719,0.962,0.103,1,0
399,Chennai,mid,328.67,4.633,North Indian,0.352,0.497,0.32,139,3
400,Delhi,budget,151.96,5.2,North Indian,0.381,0.922,0.505,156,3
401,Pune,budget,132.82,5.967,Fast Food,0.251,0.693,0.691,179,3
402,Hyderabad,premium,686.53,2.633,Chinese,0.59,0.048,0.322,79,3
403,Pune,mid,344.04,1.8,Fast Food,0.397,0.667,0.938,54,3
404,Delhi,budget,127.65,6.067,Fast Food,0.042,0.682,0.896,182,3
405,Pune,premium,545.36,1.2,Chinese,0.363,0.36,0.673,36,2
406,Delhi,premium,916.29,2.033,Biryani,0.471,0.311,0.775,61,3
407,Chennai,budget,80.0,0.1,South Indian,0.385,0.916,0.045,3,0
408,Mumbai,premium,658.86,5.6,North Indian,0.701,0.234,0.809,168,3
409,Delhi,budget,126.56,6.1,North Indian,0.034,0.743,0.442,183,3
410,Hyderabad,premium,783.76,2.9,South Indian,0.473,0.369,0.4,87,3
411,Hyderabad,mid,204.57,0.8,Biryani,0.675,0.627,0.809,24,2
412,Mumbai,mid,300.02,1.667,South Indian,0.292,0.508,0.7,50,2
413,Mumbai,budget,144.88,3.9,Fast Food,0.348,0.762,0.726,117,3
414,Pune,premium,914.01,2.367,Biryani,0.327,0.353,0.903,71,3
415,Delhi,budget,166.61,5.033,South Indian,0.197,0.964,0.482,151,3
416,Chennai,budget,90.83,5.333,South Indian,0.161,0.857,0.774,160,3
417,Delhi,budget,125.63,3.0,North Indian,0.439,0.837,0.035,90,3
418,Delhi,mid,438.61,4.133,North Indian,0.371,0.463,0.668,124,3
419,Mumbai,budget,89.96,0.567,Biryani,0.411,0.728,0.938,17,2
420,Hyderabad,premium,684.27,0.1,South Indian,0.577,0.328,0.156,3,0
421,Hyderabad,mid,349.09,2.333,Biryani,0.213,0.571,0.651,70,3
422,Hyderabad,budget,130.71,0.1,North Indian,0.164,0.825,0.11,1,0
423,Chennai,budget,284.79,0.233,South Indian,0.364,0.757,0.554,7,1
424,Hyderabad,budget,129.36,4.633,South Indian,0.32,0.647,0.546,139,3
425,Delhi,mid,394.98,0.3,Chinese,0.356,0.549,0.501,9,1
426,Bengaluru,premium,546.74,1.7,South Indian,0.122,0.225,0.611,51,3
427,Mumbai,budget,176.39,4.833,Biryani,0.519,0.706,0.526,145,3
428,Hyderabad,premium,874.16,1.5,North Indian,0.432,0.368,0.337,45,2
429,Bengaluru,budget,120.6,1.633,Chinese,0.346,0.991,0.703,49,2
430,Delhi,premium,689.06,5.033,Biryani,0.719,0.199,0.596,151,3
431,Pune,premium,520.94,0.3,North Indian,0.352,0.168,0.583,9,1
432,Bengaluru,mid,235.56,2.233,North Indian,0.522,0.491,0.592,67,3
433,Mumbai,mid,453.68,0.1,Fast Food,0.571,0.439,0.153,3,0
434,Mumbai,premium,589.2,0.6,Chinese,0.413,0.221,0.619,18,2
435,Delhi,budget,80.0,4.4,Biryani,0.401,0.692,0.241,132,3
436,Pune,budget,238.27,2.9,Chinese,0.1,0.943,0.739,87,3
437,Mumbai,budget,109.9,2.167,Chinese,0.4,0.908,0.711,65,3
438,Bengaluru,mid,325.36,3.833,North Indian,0.688,0.615,0.781,115,3
439,Bengaluru,mid,514.09,0.4,Fast Food,0.474,0.408,0.562,12,1
440,Hyderabad,mid,335.83,4.067,Biryani,0.153,0.637,0.864,122,3
441,Hyderabad,premium,667.33,3.167,Fast Food,0.651,0.072,0.677,95,3
442,Bengaluru,budget,88.59,0.533,South Indian,0.34,0.863,0.548,16,2
443,Chennai,mid,186.52,5.267,South Indian,0.424,0.598,0.599,158,3
444,Mumbai,budget,141.68,3.1,Biryani,0.244,0.913,0.185,93,3
445,Bengaluru,budget,168.14,0.6,North Indian,0.791,0.651,0.196,18,2
446,Mumbai,mid,380.55,2.5,Fast Food,0.256,0.542,0.77,75,3
447,Delhi,premium,603.75,5.0,Chinese,0.532,0.151,0.374,150,3
448,Delhi,mid,352.03,3.067,North Indian,0.5,0.555,0.88,92,3
449,Pune,budget,80.0,2.667,Chinese,0.265,0.892,0.71,80,3
450,Chennai,mid,396.02,0.433,North Indian,0.116,0.566,0.353,13,1
451,Delhi,budget,158.07,0.567,North Indian,0.281,0.824,0.705,17,2
452,Hyderabad,premium,1094.73,2.067,Chinese,0.844,0.049,0.845,62,3
453,Chennai,mid,350.75,1.9,South Indian,0.623,0.7,0.605,57,3
454,Delhi,budget,102.87,4.333,Biryani,0.106,0.95,0.591,130,3
455,Hyderabad,budget,147.46,3.2,North Indian,0.553,0.876,0.989,96,3
456,Bengaluru,budget,133.61,0.1,Desserts,0.579,0.611,0.245,3,0
457,Pune,premium,786.94,4.4,Biryani,0.188,0.078,0.925,132,3
458,Bengaluru,mid,352.69,6.4,Biryani,0.203,0.601,0.339,192,3
459,Chennai,mid,224.01,5.733,Desserts,0.619,0.388,0.736,172,3
460,Hyderabad,mid,186.43,6.6,Fast Food,0.458,0.678,0.396,198,3
461,Delhi,mid,376.29,3.267,Biryani,0.214,0.491,0.855,98,3
462,Bengaluru,budget,219.16,2.5,South Indian,0.076,0.872,0.711,75,3
463,Pune,premium,715.87,0.5,South Indian,0.479,0.355,0.603,15,1
464,Pune,budget,190.66,0.1,Chinese,0.525,0.618,0.036,3,0
465,Delhi,mid,451.28,3.0,Other,0.417,0.473,0.609,90,3
466,Bengaluru,mid,376.68,4.267,Fast Food,0.498,0.468,0.724,128,3
467,Mumbai,mid,268.55,2.1,Chinese,0.552,0.38,0.708,63,3
468,Bengaluru,premium,739.06,0.1,South Indian,0.532,0.087,0.029,1,0
469,Pune,budget,210.35,4.633,Fast Food,0.404,0.961,0.457,139,3
470,Chennai,mid,402.99,2.667,Biryani,0.489,0.568,0.797,80,3
471,Bengaluru,budget,187.41,3.6,Fast Food,0.132,0.625,0.437,108,3
472,Chennai,mid,303.75,0.1,South Indian,0.568,0.532,0.197,3,0
473,Hyderabad,budget,139.88,1.967,Biryani,0.299,0.992,0.638,59,3
474,Bengaluru,budget,144.06,0.967,North Indian,0.562,0.789,0.805,29,2
475,Mumbai,budget,147.43,4.767,Biryani,0.255,0.889,0.417,143,3
476,Mumbai,budget,208.4,3.9,Chinese,0.677,0.642,0.678,117,3
477,Hyderabad,budget,80.0,2.733,Biryani,0.762,0.642,0.566,82,3
478,Mumbai,mid,353.05,4.033,Fast Food,0.138,0.49,0.603,121,3
479,Mumbai,mid,342.05,6.167,North Indian,0.214,0.664,0.401,185,3
480,Delhi,budget,81.42,1.233,Fast Food,0.743,0.618,0.699,37,2
481,Hyderabad,budget,183.59,5.3,Fast Food,0.401,0.626,0.393,159,3
482,Chennai,budget,113.77,3.633,South Indian,0.385,0.771,0.808,109,3
483,Pune,mid,314.3,5.4,Biryani,0.12,0.514,0.669,162,3
484,Hyderabad,budget,242.44,6.1,North Indian,0.241,0.799,0.873,183,3
485,Pune,budget,200.5,1.2,North Indian,0.19,0.847,0.839,36,2
486,Delhi,budget,178.72,0.9,North Indian,0.412,0.71,0.751,27,2
487,Hyderabad,mid,388.08,0.167,Biryani,0.589,0.582,0.303,5,1
488,Mumbai,budget,141.77,1.367,North Indian,0.651,0.995,0.472,41,2
489,Mumbai,mid,549.94,2.4,Chinese,0.308,0.628,0.706,72,3
490,Hyderabad,mid,430.22,1.8,Fast Food,0.275,0.451,0.683,54,3
491,Delhi,mid,275.05,5.5,North Indian,0.68,0.589,0.841,165,3
492,Hyderabad,mid,209.99,0.1,Fast Food,0.516,0.584,0.206,3,0
493,Pune,mid,406.68,0.1,Chinese,0.53,0.415,0.107,1,0
494,Chennai,budget,147.21,3.9,Biryani,0.457,0.685,0.582,117,3
495,Bengaluru,mid,207.11,2.167,Fast Food,0.568,0.374,0.766,65,3
496,Chennai,mid,392.86,3.433,Chinese,0.495,0.431,0.45,103,3
497,Pune,budget,136.55,2.033,Desserts,0.116,0.946,0.39,61,3
498,Delhi,mid,403.07,5.3,North Indian,0.359,0.483,0.814,159,3
499,Hyderabad,budget,172.09,1.633,South Indian,0.558,0.787,0.342,49,2
500,Chennai,mid,289.17,6.5,South Indian,0.089,0.615,0.806,195,3
501,Hyderabad,mid,413.28,0.1,Biryani,0.649,0.579,0.013,2,0
502,Bengaluru,premium,600.42,1.433,South Indian,0.391,0.399,0.765,43,2
503,Bengaluru,premium,613.42,3.867,Fast Food,0.348,0.384,0.84,116,3
504,Hyderabad,mid,296.77,5.433,Biryani,0.569,0.522,0.741,163,3
505,Bengaluru,mid,463.1,5.633,Biryani,0.761,0.673,0.5,169,3
506,Bengaluru,mid,321.94,2.567,Fast Food,0.147,0.314,0.381,77,3
507,Pune,budget,218.62,3.7,Fast Food,0.507,0.625,0.795,111,3
508,Chennai,premium,1056.7,0.1,Biryani,0.609,0.3,0.169,1,0
509,Hyderabad,mid,276.13,0.1,North Indian,0.179,0.369,0.008,2,0
510,Delhi,budget,80.0,1.833,North Indian,0.325,0.934,0.638,55,3
511,Hyderabad,budget,202.23,2.0,South Indian,0.433,0.85,0.812,60,3
512,Delhi,premium,631.61,2.733,North Indian,0.626,0.285,0.653,82,3
513,Mumbai,budget,106.69,0.1,North Indian,0.156,0.793,0.269,1,0
514,Delhi,budget,120.56,6.0,Fast Food,0.103,0.837,0.07,180,3
515,Mumbai,budget,129.26,3.933,North Indian,0.732,0.935,0.953,118,3
516,Chennai,budget,214.86,0.1,South Indian,0.256,0.986,0.067,3,0
517,Hyderabad,budget,158.0,0.1,North Indian,0.465,0.775,0.144,2,0
518,Chennai,mid,478.36,4.133,North Indian,0.343,0.394,0.69,124,3
519,Pune,budget,174.71,0.1,Fast Food,0.431,0.799,0.242,2,0
520,Delhi,premium,638.15,0.367,North Indian,0.28,0.209,0.249,11,1
521,Delhi,premium,621.93,3.667,North Indian,0.304,0.12,0.643,110,3
522,Mumbai,budget,178.08,0.567,Fast Food,0.079,0.659,0.905,17,2
523,Mumbai,budget,191.02,4.133,Chinese,0.181,0.858,0.882,124,3
524,Mumbai,mid,449.68,6.233,Biryani,0.349,0.451,0.847,187,3
525,Hyderabad,budget,136.92,5.333,Biryani,0.273,0.747,0.525,160,3
526,Chennai,budget,158.76,5.6,Chinese,0.403,0.603,0.505,168,3
527,Delhi,premium,816.81,3.167,North Indian,0.203,0.093,0.439,95,3
528,Hyderabad,premium,623.21,3.333,South Indian,0.438,0.016,0.737,100,3
529,Delhi,mid,236.51,3.567,South Indian,0.47,0.667,0.572,107,3
530,Chennai,budget,109.69,1.467,Chinese,0.137,0.798,0.545,44,2
531,Chennai,mid,325.9,6.533,Biryani,0.516,0.314,0.256,196,3
532,Chennai,mid,416.22,0.4,South Indian,0.368,0.421,0.484,12,1
533,Hyderabad,budget,212.95,6.6,North Indian,0.272,0.908,0.424,198,3
534,Pune,mid,214.4,6.5,South Indian,0.337,0.378,0.317,195,3
535,Mumbai,budget,120.13,6.267,Chinese,0.636,0.935,0.829,188,3
536,Bengaluru,budget,132.11,0.2,South Indian,0.395,0.833,0.418,6,1
537,Mumbai,mid,429.47,6.367,Fast Food,0.222,0.315,0.35,191,3
538,Chennai,budget,123.59,1.7,North Indian,0.168,0.744,0.563,51,3
539,Mumbai,budget,128.51,1.833,Fast Food,0.417,0.784,0.925,55,3
540,Bengaluru,premium,417.6,4.6,South Indian,0.279,0.305,0.661,138,3
541,Delhi,premium,796.68,2.733,South Indian,0.501,0.117,0.653,82,3
542,Chennai,mid,333.86,6.233,Fast Food,0.312,0.567,0.86,187,3
543,Bengaluru,premium,569.19,0.1,Fast Food,0.269,0.385,0.079,3,0
544,Hyderabad,premium,648.1,0.9,Biryani,0.387,0.371,0.872,27,2
545,Pune,budget,206.35,1.7,North Indian,0.308,0.691,0.133,51,3
546,Pune,budget,99.76,5.167,Chinese,0.349,0.902,0.575,155,3
547,Bengaluru,budget,107.92,3.9,Fast Food,0.065,0.709,0.866,117,3
548,Bengaluru,budget,212.61,2.3,North Indian,0.133,0.657,0.788,69,3
549,Delhi,mid,357.58,0.1,North Indian,0.347,0.388,0.268,3,0
550,Chennai,budget,183.49,4.567,Fast Food,0.263,0.936,0.833,137,3
551,Pune,mid,390.18,1.867,Fast Food,0.329,0.509,0.848,56,3
552,Hyderabad,budget,148.23,0.767,Fast Food,0.239,0.853,0.432,23,2
553,Hyderabad,budget,132.59,3.767,South Indian,0.078,0.955,0.706,113,3
554,Pune,premium,866.31,5.767,Chinese,0.428,0.141,0.345,173,3
555,Delhi,budget,208.12,2.167,North Indian,0.429,0.601,0.429,65,3
556,Mumbai,budget,204.21,4.733,Chinese,0.376,0.846,0.507,142,3
557,Mumbai,budget,90.73,0.1,Other,0.232,0.627,0.085,3,0
558,Hyderabad,mid,480.49,6.367,North Indian,0.384,0.407,0.448,191,3
559,Pune,mid,314.21,4.1,Fast Food,0.348,0.45,0.195,123,3
560,Delhi,mid,274.5,3.4,Fast Food,0.352,0.64,0.893,102,3
561,Chennai,budget,141.53,1.633,South Indian,0.218,0.768,0.762,49,2
562,Pune,budget,191.56,5.933,South Indian,0.241,0.835,0.338,178,3
563,Pune,premium,808.09,0.433,North Indian,0.345,0.085,0.329,13,1
564,Chennai,mid,324.46,3.667,South Indian,0.438,0.627,0.21,110,3
565,Bengaluru,mid,433.77,1.867,North Indian,0.588,0.62,0.419,56,3
566,Hyderabad,mid,363.99,3.467,North Indian,0.773,0.421,0.443,104,3
567,Hyderabad,mid,292.7,6.533,South Indian,0.372,0.442,0.698,196,3
568,Bengaluru,budget,114.6,0.767,Other,0.363,0.701,0.719,23,2
569,Chennai,budget,170.51,0.5,Chinese,0.646,0.79,0.59,15,1
570,Chennai,mid,341.75,0.1,Desserts,0.725,0.563,0.052,1,0
571,Chennai,budget,81.22,4.7,Biryani,0.257,0.903,0.698,141,3
572,Hyderabad,premium,869.43,2.833,Biryani,0.197,0.314,0.483,85,3
573,Hyderabad,mid,301.97,1.6,Other,0.663,0.597,0.923,48,2
574,Delhi,mid,509.21,4.067,North Indian,0.39,0.55,0.344,122,3
575,Bengaluru,premium,419.4,1.833,Desserts,0.011,0.048,0.363,55,3
576,Chennai,mid,331.93,4.367,South Indian,0.182,0.65,0.713,131,3
577,Chennai,premium,560.0,2.767,Chinese,0.642,0.231,0.691,83,3
578,Hyderabad,mid,252.46,5.2,Chinese,0.512,0.354,0.863,156,3
579,Hyderabad,premium,602.64,4.433,North Indian,0.359,0.126,0.677,133,3
580,Delhi,budget,238.53,0.1,Biryani,0.204,0.804,0.021,2,0
581,Bengaluru,mid,364.34,0.8,South Indian,0.094,0.49,0.735,24,2
582,Hyderabad,mid,270.83,4.167,South Indian,0.23,0.598,0.631,125,3
583,Mumbai,budget,80.0,0.1,Chinese,0.294,0.941,0.032,3,0
584,Mumbai,budget,80.0,3.533,Other,0.751,0.859,0.887,106,3
585,Hyderabad,premium,592.71,4.0,South Indian,0.517,0.207,0.656,120,3
586,Chennai,mid,286.63,4.133,South Indian,0.231,0.324,0.804,124,3
587,Pune,budget,138.8,1.667,North Indian,0.332,0.989,0.054,50,2
588,Bengaluru,budget,80.0,3.033,Biryani,0.14,0.619,0.55,91,3
589,Mumbai,budget,145.42,0.967,Desserts,0.596,0.842,0.071,29,2
590,Hyderabad,budget,201.39,0.1,Fast Food,0.172,0.731,0.039,2,0
591,Delhi,premium,1024.57,1.1,North Indian,0.288,0.33,0.787,33,2
592,Mumbai,budget,80.0,5.433,South Indian,0.53,0.946,0.73,163,3
593,Hyderabad,budget,109.93,4.3,South Indian,0.639,0.929,0.885,129,3
594,Chennai,mid,264.58,3.5,North Indian,0.484,0.488,0.548,105,3
595,Mumbai,budget,157.29,3.433,Biryani,0.486,0.977,0.849,103,3
596,Chennai,budget,89.01,1.1,South Indian,0.323,0.918,0.646,33,2
597,Hyderabad,mid,518.23,4.4,South Indian,0.363,0.515,0.328,132,3
598,Chennai,mid,354.35,2.567,South Indian,0.484,0.364,0.701,77,3
599,Hyderabad,premium,675.37,5.233,South Indian,0.289,0.245,0.518,157,3
600,Bengaluru,mid,509.27,5.6,South Indian,0.062,0.642,0.495,168,3
601,Bengaluru,mid,348.4,6.1,North Indian,0.372,0.515,0.588,183,3
602,Hyderabad,mid,390.03,6.1,Biryani,0.118,0.459,0.644,183,3
603,Delhi,premium,549.84,5.1,North Indian,0.579,0.143,0.449,153,3
604,Hyderabad,mid,212.95,1.9,North Indian,0.543,0.553,0.377,57,3
605,Chennai,premium,577.93,0.1,North Indian,0.3,0.274,0.229,2,0
606,Delhi,mid,568.7,6.267,Desserts,0.212,0.549,0.553,188,3
607,Mumbai,premium,826.6,0.1,Chinese,0.192,0.164,0.078,2,0
608,Mumbai,budget,163.73,0.1,South Indian,0.477,0.759,0.038,2,0
609,Hyderabad,mid,252.36,4.367,Desserts,0.488,0.53,0.586,131,3
610,Bengaluru,budget,195.56,6.133,North Indian,0.602,0.834,0.507,184,3
611,Hyderabad,mid,214.23,0.1,Chinese,0.856,0.415,0.295,1,0
612,Chennai,mid,193.29,0.1,Desserts,0.521,0.588,0.062,2,0
613,Pune,premium,588.22,0.1,South Indian,0.656,0.372,0.046,3,0
614,Delhi,premium,1090.9,3.433,North Indian,0.384,0.057,0.579,103,3
615,Mumbai,budget,244.89,4.033,North Indian,0.535,0.88,0.459,121,3
616,Chennai,mid,304.88,0.1,South Indian,0.509,0.692,0.29,1,0
617,Mumbai,mid,282.58,6.533,South Indian,0.167,0.321,0.462,196,3
618,Hyderabad,budget,80.0,3.733,North Indian,0.059,0.903,0.7,112,3
619,Delhi,budget,153.9,5.7,North Indian,0.718,0.803,0.832,171,3
620,Bengaluru,budget,158.1,2.6,North Indian,0.238,0.96,0.758,78,3
621,Mumbai,mid,428.96,4.067,Chinese,0.294,0.356,0.673,122,3
622,Mumbai,mid,441.07,5.4,South Indian,0.616,0.305,0.732,162,3
623,Delhi,premium,660.52,5.9,North Indian,0.145,0.248,0.463,177,3
624,Bengaluru,mid,405.6,0.867,South Indian,0.383,0.42,0.8,26,2
625,Delhi,premium,559.87,0.633,Fast Food,0.218,0.124,0.898,19,2
626,Bengaluru,budget,176.85,1.567,South Indian,0.176,0.732,0.881,47,2
627,Mumbai,mid,299.28,0.8,South Indian,0.265,0.417,0.647,24,2
628,Mumbai,budget,172.97,1.533,Chinese,0.26,0.865,0.875,46,2
629,Chennai,mid,387.85,6.3,Biryani,0.608,0.667,0.466,189,3
630,Chennai,premium,713.76,4.2,Chinese,0.261,0.271,0.753,126,3
631,Chennai,premium,858.91,0.767,South Indian,0.418,0.182,0.9,23,2
632,Pune,premium,385.92,0.1,North Indian,0.544,0.26,0.298,3,0
633,Chennai,budget,96.75,6.267,Fast Food,0.522,0.973,0.227,188,3
634,Mumbai,budget,136.5,5.6,South Indian,0.169,0.845,0.681,168,3
635,Chennai,budget,80.0,5.7,South Indian,0.297,0.671,0.718,171,3
636,Delhi,budget,129.66,6.0,Biryani,0.383,0.935,0.418,180,3
637,Chennai,mid,312.54,5.033,Biryani,0.77,0.506,0.494,151,3
638,Hyderabad,mid,480.97,5.833,North Indian,0.431,0.341,0.542,175,3
639,Pune,mid,364.25,5.333,South Indian,0.103,0.667,0.702,160,3
640,Pune,premium,905.89,4.567,North Indian,0.129,0.024,0.886,137,3
641,Chennai,mid,380.17,0.1,North Indian,0.402,0.442,0.269,2,0
642,Pune,premium,592.87,6.1,Fast Food,0.544,0.236,0.572,183,3
643,Hyderabad,budget,156.69,0.733,South Indian,0.443,0.601,0.628,22,2
644,Pune,budget,186.47,1.933,Fast Food,0.395,0.867,0.634,58,3
645,Mumbai,mid,469.34,4.833,Other,0.328,0.613,0.673,145,3
646,Bengaluru,premium,673.54,4.867,Chinese,0.212,0.29,0.617,146,3
647,Chennai,budget,80.0,5.9,Chinese,0.401,0.662,0.389,177,3
648,Pune,mid,178.22,0.1,North Indian,0.545,0.444,0.298,3,0
649,Pune,mid,317.36,5.267,Fast Food,0.344,0.536,0.335,158,3
650,Bengaluru,budget,80.0,0.967,Fast Food,0.259,0.736,0.948,29,2
651,Hyderabad,budget,239.76,0.1,Biryani,0.686,0.959,0.167,2,0
652,Mumbai,premium,819.39,1.633,Other,0.126,0.23,0.349,49,2
653,Mumbai,mid,286.43,3.833,South Indian,0.635,0.561,0.873,115,3
654,Chennai,budget,94.52,0.1,Fast Food,0.208,0.749,0.066,1,0
655,Delhi,premium,905.62,0.367,North Indian,0.35,0.009,0.401,11,1
656,Hyderabad,budget,94.32,6.433,South Indian,0.325,0.727,0.538,193,3
657,Delhi,premium,496.35,3.467,North Indian,0.245,0.009,0.607,104,3
658,Chennai,budget,111.7,3.167,Desserts,0.14,0.761,0.704,95,3
659,Mumbai,mid,361.41,0.1,North Indian,0.209,0.476,0.149,2,0
660,Hyderabad,budget,181.04,6.033,Chinese,0.145,0.951,0.776,181,3
661,Chennai,budget,209.63,5.233,North Indian,0.543,0.879,0.398,157,3
662,Chennai,premium,908.99,3.233,Fast Food,0.08,0.345,0.955,97,3
663,Delhi,budget,150.04,0.933,Other,0.154,0.8,0.746,28,2
664,Bengaluru,budget,201.03,4.7,Biryani,0.279,0.642,0.505,141,3
665,Hyderabad,budget,116.45,1.467,Biryani,0.597,0.959,0.807,44,2
666,Delhi,mid,167.91,0.1,South Indian,0.827,0.444,0.034,3,0
667,Chennai,premium,565.77,4.433,Biryani,0.474,0.114,0.703,133,3
668,Chennai,premium,538.75,6.333,North Indian,0.386,0.135,0.74,190,3
669,Chennai,budget,118.4,1.6,South Indian,0.177,0.756,0.717,48,2
670,Bengaluru,budget,102.03,0.1,Biryani,0.5,0.925,0.187,2,0
671,Hyderabad,budget,126.94,2.9,South Indian,0.378,0.934,0.442,87,3
672,Delhi,mid,412.0,4.667,South Indian,0.035,0.425,0.649,140,3
673,Delhi,premium,1043.05,4.433,Chinese,0.134,0.394,0.598,133,3
674,Bengaluru,mid,177.47,6.333,Chinese,0.789,0.446,0.963,190,3
675,Delhi,mid,221.23,1.5,North Indian,0.56,0.535,0.839,45,2
676,Chennai,budget,110.43,5.267,South Indian,0.018,0.763,0.586,158,3
677,Delhi,premium,853.15,5.167,Other,0.563,0.047,0.692,155,3
678,Pune,mid,329.51,0.1,South Indian,0.39,0.459,0.104,3,0
679,Bengaluru,budget,113.79,6.0,South Indian,0.426,0.612,0.5,180,3
680,Chennai,budget,185.84,2.1,Biryani,0.426,0.949,0.71,63,3
681,Mumbai,budget,197.82,2.167,Biryani,0.374,0.659,0.538,65,3
682,Chennai,budget,149.06,3.1,Biryani,0.363,0.956,0.85,93,3
683,Bengaluru,budget,109.19,2.433,North Indian,0.243,0.997,0.956,73,3
684,Chennai,mid,377.03,1.033,Chinese,0.596,0.321,0.624,31,2
685,Delhi,mid,326.67,2.3,North Indian,0.224,0.341,0.462,69,3
686,Delhi,budget,137.95,2.6,Fast Food,0.5,0.691,0.464,78,3
687,Pune,budget,124.38,5.067,Fast Food,0.114,0.786,0.693,152,3
688,Hyderabad,premium,885.0,0.2,North Indian,0.309,0.394,0.42,6,1
689,Hyderabad,mid,374.99,5.033,Biryani,0.154,0.57,0.926,151,3
690,Hyderabad,mid,453.57,5.2,Biryani,0.469,0.369,0.549,156,3
691,Bengaluru,budget,216.82,1.0,Other,0.493,0.674,0.769,30,2
692,Pune,premium,791.8,6.333,Biryani,0.073,0.288,0.699,190,3
693,Hyderabad,budget,124.68,4.867,Fast Food,0.738,0.991,0.907,146,3
694,Mumbai,budget,202.02,4.7,Biryani,0.572,0.722,0.464,141,3
695,Delhi,premium,793.13,5.133,North Indian,0.487,0.205,0.911,154,3
696,Pune,mid,610.34,5.433,Chinese,0.254,0.424,0.436,163,3
697,Bengaluru,mid,381.01,0.1,North Indian,0.345,0.472,0.074,1,0
698,Chennai,mid,419.77,0.1,South Indian,0.303,0.603,0.002,1,0
